4.6805 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', ''] (in that order).
22.7586 	EXP 	fixation: autoDraw = False
22.7586 	EXP 	text: autoDraw = False
22.7586 	EXP 	text_2: autoDraw = False
22.7586 	EXP 	text_3: autoDraw = False
22.7586 	EXP 	text: height = 0.05
22.7586 	EXP 	text: height = 0.05
22.7586 	EXP 	text: height = 0.05
22.7586 	EXP 	text: text = 'USD 3280 today or  USD 4510 after 62 days'
22.7586 	EXP 	fixation: autoDraw = True
22.9606 	DATA 	Mouse:  Left button up, pos=(398,210)
23.7595 	EXP 	fixation: autoDraw = False
23.7595 	EXP 	text: autoDraw = True
23.7595 	EXP 	text_2: autoDraw = True
23.7595 	EXP 	text_3: autoDraw = True
24.4929 	DATA 	Mouse: Left button down, pos=(398,210)
24.4949 	EXP 	New trial (rep=0, index=4): {'reward_today': 4018, 'future_reward': 4920, 'delay': 89}
24.5092 	EXP 	fixation: autoDraw = False
24.5092 	EXP 	text: autoDraw = False
24.5092 	EXP 	text_2: autoDraw = False
24.5092 	EXP 	text_3: autoDraw = False
24.5092 	EXP 	text: height = 0.05
24.5092 	EXP 	text: height = 0.05
24.5092 	EXP 	text: height = 0.05
24.5092 	EXP 	text: text = 'USD 4018 today or  USD 4920 after 89 days'
24.5092 	EXP 	fixation: autoDraw = True
24.7116 	DATA 	Mouse:  Left button up, pos=(398,210)
25.5096 	EXP 	fixation: autoDraw = False
25.5096 	EXP 	text: autoDraw = True
25.5096 	EXP 	text_2: autoDraw = True
25.5096 	EXP 	text_3: autoDraw = True
26.1270 	DATA 	Mouse: Left button down, pos=(1367,393)
26.3439 	DATA 	Mouse:  Left button up, pos=(1367,393)
26.9608 	DATA 	Mouse: Left button down, pos=(1043,773)
27.1774 	DATA 	Mouse:  Left button up, pos=(1043,773)
28.3277 	DATA 	Mouse: Left button down, pos=(1510,198)
28.3297 	EXP 	New trial (rep=0, index=5): {'reward_today': 5494, 'future_reward': 6150, 'delay': 119}
28.3442 	EXP 	fixation: autoDraw = False
28.3442 	EXP 	text: autoDraw = False
28.3442 	EXP 	text_2: autoDraw = False
28.3442 	EXP 	text_3: autoDraw = False
28.3442 	EXP 	text: height = 0.05
28.3442 	EXP 	text: height = 0.05
28.3442 	EXP 	text: height = 0.05
28.3442 	EXP 	text: text = 'USD 5494 today or  USD 6150 after 119 days'
28.3442 	EXP 	fixation: autoDraw = True
28.5464 	DATA 	Mouse:  Left button up, pos=(1510,198)
29.3446 	EXP 	fixation: autoDraw = False
29.3446 	EXP 	text: autoDraw = True
29.3446 	EXP 	text_2: autoDraw = True
29.3446 	EXP 	text_3: autoDraw = True
31.2291 	DATA 	Keypress: escape
32.1849 	EXP 	window1: mouseVisible = True
